lemma,display_word,variant,oxford_pos
attendance,attendance,,n.
ownership,ownership,,n.
suspend,suspend,,v.
functional,functional,,adj.
voluntary,voluntary,,adj.
stain,stain,,n.|v.
organic,organic,,adj.
server,server,,n.
structural,structural,,adj.
fool,fool,,n.|v.
alongside,alongside,,adv.|prep.
unite,unite,,v.
gently,gently,,adv.
compute,compute,,v.
wipe,wipe,,n.|v.
weird,weird,,adj.
gaze,gaze,,n.|v.
fade,fade,,v.
cough,cough,,n.|v.
hypothesis,hypothesis,,n.
theoretical,theoretical,,adj.
darkness,darkness,,n.
tournament,tournament,,n.
registration,registration,,n.
fragment,fragment,,n.|v.
immigration,immigration,,n.
tender,tender,,adj.|n.|v.
density,density,,n.
module,module,,n.
faithfully,faithfully,,adv.
autumn,autumn,,n.
cheek,cheek,,n.
attachment,attachment,,n.
holder,holder,,n.
grin,grin,,n.|v.
rose,rose,,n.
noun,noun,,n.
fortunate,fortunate,,adj.
alright,alright,,adj.|adv.
hunger,hunger,,n.|v.
insure,insure,,v.
thirst,thirst,,n.|v.
airplane,airplane,aeroplane,n.
restroom,restroom,,n.
badminton,badminton,,n.
basket,basket,,n.
bat,bat,,n.|v.
biscuit,biscuit,,n.
comic,comic,,adj.|n.
congratulate,congratulate,,v.
crayon,crayon,,n.
doll,doll,,n.
doughnut,doughnut,,n.
duck,duck,,n.|v.
fox,fox,,n.
grape,grape,,n.
gum,gum,,n.
hamburger,hamburger,,n.
helmet,helmet,,n.
hike,hike,,n.|v.
laser,laser,,n.
marathon,marathon,,n.
maths,maths,,n.
medal,medal,,n.
nay,nay,,adv.|n.
nope,nope,,exclam.
notebook,notebook,,n.
pizza,pizza,,n.
puppy,puppy,,n.
quiz,quiz,,n.|v.
rabbit,rabbit,,n.
recreation,recreation,,n.
ribbon,ribbon,,n.
scissors,scissors,,n.
skate,skate,,n.|v.
spaghetti,spaghetti,,n.
steak,steak,,n.
textbook,textbook,,n.
tiger,tiger,,n.
twenty-first,twenty-first,,number
twenty-second,twenty-second,,number
twenty-third,twenty-third,,number
violin,violin,,n.
watermelon,watermelon,,n.
yep,yep,,exclam.
zoo,zoo,,n.
accent,accent,,n.
aloud,aloud,,adv.
ambulance,ambulance,,n.
amuse,amuse,,v.
angel,angel,,n.
ant,ant,,n.
awake,awake,,adj.|v.
awkward,awkward,,adj.
bacon,bacon,,n.
balloon,balloon,,n.
bang,bang,,adv.|exclam.|n.|v.
bare,bare,,adj.|v.
bark,bark,,n.|v.
bay,bay,,n.
bench,bench,,n.
blanket,blanket,,adj.|n.|v.
blonde,blonde,,adj.|n.
bloom,bloom,,n.|v.
bounce,bounce,,n.|v.
bow,bow,,n.|v.
brake,brake,,n.|v.
brick,brick,,n.
bug,bug,,n.|v.
bump,bump,,n.|v.
cage,cage,,n.|v.
calendar,calendar,,n.
cape,cape,,n.
cart,cart,,n.|v.
cheer,cheer,,exclam.|n.|v.
chew,chew,,n.|v.
chop,chop,,n.|v.
cinema,cinema,,n.
cliff,cliff,,n.
clip,clip,,n.|v.
commerce,commerce,,n.
converse,converse,,v.
cop,cop,,n.
cottage,cottage,,n.
crawl,crawl,,n.|v.
crisp,crisp,,adj.|n.|v.
crown,crown,,n.|v.
curl,curl,,n.|v.
cute,cute,,adj.
darling,darling,,adj.|n.
dawn,dawn,,n.|v.
deck,deck,,n.|v.
depart,depart,,v.
disc,disc,,n.
disgust,disgust,,n.|v.
dive,dive,,n.|v.
dolphin,dolphin,,n.
dump,dump,,n.|v.
faint,faint,,adj.|n.|v.
ferry,ferry,,n.|v.
fog,fog,,n.
frankly,frankly,,adv.
fright,fright,,n.
frustrate,frustrate,,v.
giraffe,giraffe,,n.
glory,glory,,n.|v.
glue,glue,,n.|v.
gorgeous,gorgeous,,adj.
grace,grace,,n.|v.
graph,graph,,n.
guilt,guilt,,n.
handsome,handsome,,adj.
honey,honey,,n.
hug,hug,,n.|v.
inspect,inspect,,v.
instant,instant,,adj.|n.
instruct,instruct,,v.
intent,intent,,adj.|n.
jaw,jaw,,n.
lamb,lamb,,n.
lane,lane,,n.
lawn,lawn,,n.
lid,lid,,n.
living room,living room,,n.
marvel,marvel,,n.|v.
mask,mask,,n.|v.
melon,melon,,n.
microwave,microwave,,n.|v.
mill,mill,,n.|v.
mushroom,mushroom,,n.|v.
navy,navy,,n.
nest,nest,,n.|v.
noon,noon,,n.
oak,oak,,n.
parade,parade,,n.|v.
pardon,pardon,,exclam.|n.|v.
pear,pear,,n.
picnic,picnic,,n.|v.
pie,pie,,n.
pine,pine,,n.|v.
pity,pity,,n.|v.
pole,pole,,n.
pollute,pollute,,v.
pork,pork,,n.
probable,probable,,adj.
punch,punch,,n.|v.
puzzle,puzzle,,n.|v.
rainbow,rainbow,,n.
rob,rob,,v.
rocket,rocket,,n.|v.
scarf,scarf,,n.
scratch,scratch,,adj.|n.|v.
sew,sew,,v.
shave,shave,,n.|v.
smash,smash,,n.|v.
snack,snack,,n.|v.
sore,sore,,adj.|n.
sour,sour,,adj.|v.
spoil,spoil,,n.|v.
spray,spray,,n.|v.
spy,spy,,n.|v.
stairs,stairs,,n.
steam,steam,,n.|v.
strawberry,strawberry,,n.
super,super,,adj.|adv.|n.
supper,supper,,n.
swallow,swallow,,n.|v.
tense,tense,,adj.|n.|v.
tide,tide,,n.|v.
tin,tin,,n.
toast,toast,,n.|v.
tray,tray,,n.
triangle,triangle,,n.
trunk,trunk,,n.
villa,villa,,n.
whale,whale,,n.
whistle,whistle,,n.|v.
yell,yell,,n.|v.
zebra,zebra,,n.
aboard,aboard,,adv.|prep.
abort,abort,,v.
abound,abound,,v.
absent,absent,,adj.|v.
absorb,absorb,,v.
absurd,absurd,,adj.
abundant,abundant,,adj.
academy,academy,,n.
accelerate,accelerate,,v.
accommodate,accommodate,,v.
accumulate,accumulate,,v.
ache,ache,,n.|v.
acid,acid,,adj.|n.
addict,addict,,n.|v.
administer,administer,,v.
admission,admission,,n.
adolescent,adolescent,,adj.|n.
adverse,adverse,,adj.
aesthetic,aesthetic,,adj.|n.
affection,affection,,n.
agriculture,agriculture,,n.
alert,alert,,adj.|n.|v.
alien,alien,,adj.|n.
alike,alike,,adj.|adv.
allocate,allocate,,v.
alternate,alternate,,adj.|n.|v.
ambassador,ambassador,,n.
ambitious,ambitious,,adj.
analyse,analyse,,v.
anchor,anchor,,n.|v.
apology,apology,,n.
applicant,applicant,,n.
approximate,approximate,,adj.|v.
arrow,arrow,,n.
artifice,artifice,,n.
aspire,aspire,,v.
assault,assault,,n.|v.
assemble,assemble,,v.
assert,assert,,v.
astonish,astonish,,v.
atom,atom,,n.
auction,auction,,n.|v.
authentic,authentic,,adj.
avail,avail,,n.|v.
await,await,,v.
awe,awe,,n.|v.
bankrupt,bankrupt,,adj.|n.|v.
bargain,bargain,,n.|v.
beam,beam,,n.|v.
beard,beard,,n.
beast,beast,,n.
behalf,behalf,,n.
betray,betray,,v.
biography,biography,,n.
blast,blast,,n.|v.
blend,blend,,n.|v.
blink,blink,,n.|v.
blossom,blossom,,n.|v.
bold,bold,,adj.|n.
breeze,breeze,,n.|v.
brutal,brutal,,adj.
brute,brute,,adj.|n.
bulk,bulk,,n.|v.
bull,bull,,n.
bully,bully,,n.|v.
bundle,bundle,,n.|v.
butcher,butcher,,n.|v.
buzz,buzz,,n.|v.
calculator,calculator,,n.
canvas,canvas,,n.|v.
carve,carve,,v.
casual,casual,,adj.|n.
cater,cater,,v.
cattle,cattle,,n.
causal,causal,,adj.
caution,caution,,n.|v.
cave,cave,,n.|v.
cease,cease,,n.|v.
censor,censor,,n.|v.
certificate,certificate,,n.|v.
chaos,chaos,,n.
chill,chill,,adj.|n.|v.
chin,chin,,n.
choir,choir,,n.
chorus,chorus,,n.|v.
chronic,chronic,,adj.
circulate,circulate,,v.
clap,clap,,n.|v.
clarify,clarify,,v.
clash,clash,,n.|v.
classify,classify,,v.
clay,clay,,n.
cling,cling,,v.
clinic,clinic,,n.
coincide,coincide,,v.
collaborate,collaborate,,v.
collar,collar,,n.|v.
colony,colony,,n.
combat,combat,,n.|v.
commodity,commodity,,n.
communist,communist,,adj.|n.
companion,companion,,n.
compatible,compatible,,adj.
compel,compel,,v.
compensate,compensate,,v.
competent,competent,,adj.
compile,compile,,v.
complement,complement,,n.|v.
comprehend,comprehend,,v.
conceal,conceal,,v.
conceive,conceive,,v.
condemn,condemn,,v.
confer,confer,,v.
confess,confess,,v.
confide,confide,,v.
confine,confine,,n.|v.
conform,conform,,v.
confront,confront,,v.
conscience,conscience,,n.
consent,consent,,n.|v.
conserve,conserve,,v.
constitution,constitution,,n.
constrain,constrain,,v.
consumption,consumption,,n.
contend,contend,,v.
contradict,contradict,,v.
contrary,contrary,,adj.|adv.|n.
controversy,controversy,,n.
convene,convene,,v.
convey,convey,,v.
convict,convict,,n.|v.
cooperate,cooperate,,v.
coordinate,coordinate,,adj.|n.|v.
copyright,copyright,,n.|v.
cord,cord,,n.
corridor,corridor,,n.
corrupt,corrupt,,adj.|v.
counterpart,counterpart,,n.
coupon,coupon,,n.
craze,craze,,n.
credible,credible,,adj.
creep,creep,,n.|v.
cruise,cruise,,n.|v.
crush,crush,,n.|v.
crystal,crystal,,adj.|n.
cultivate,cultivate,,v.
curiosity,curiosity,,n.
curriculum,curriculum,,n.
curry,curry,,n.|v.
curse,curse,,n.|v.
custody,custody,,n.
cyclist,cyclist,,n.
cynical,cynical,,adj.
daddy,daddy,,n.
dairy,dairy,,adj.|n.
damp,damp,,adj.|n.|v.
dash,dash,,n.|v.
datum,datum,,n.
decay,decay,,n.|v.
declension,declension,,n.
defendant,defendant,,n.
deficiency,deficiency,,n.
delegate,delegate,,n.|v.
delete,delete,,v.
delicate,delicate,,adj.
democrat,democrat,,n.
demon,demon,,n.
dense,dense,,adj.
dependence,dependence,,n.
depict,depict,,v.
deprive,deprive,,v.
descend,descend,,v.
designate,designate,,adj.|v.
despair,despair,,n.|v.
destine,destine,,v.
destiny,destiny,,n.
detach,detach,,v.
devil,devil,,n.
devise,devise,,v.
diabetes,diabetes,,n.
dictate,dictate,,n.|v.
dignity,dignity,,n.
diminish,diminish,,v.
dine,dine,,v.
dip,dip,,n.|v.
diplomat,diplomat,,n.
disabled,disabled,,adj.|n.
discharge,discharge,,n.|v.
disclose,disclose,,v.
discourage,discourage,,v.
discourse,discourse,,n.|v.
discriminate,discriminate,,v.
displace,displace,,v.
dispose,dispose,,v.
disrupt,disrupt,,v.
distort,distort,,v.
distract,distract,,v.
diverse,diverse,,adj.
divine,divine,,adj.|v.
domain,domain,,n.
dominant,dominant,,adj.|n.
dose,dose,,n.|v.
dot,dot,,n.|v.
drain,drain,,n.|v.
drawer,drawer,,n.
dread,dread,,n.|v.
drill,drill,,n.|v.
drown,drown,,v.
dual,dual,,adj.
dull,dull,,adj.|v.
dwell,dwell,,v.
dynamic,dynamic,,adj.|n.
eager,eager,,adj.
elaborate,elaborate,,adj.|v.
elegant,elegant,,adj.
elementary,elementary,,adj.
elevate,elevate,,v.
elite,elite,,adj.|n.
embassy,embassy,,n.
embody,embody,,v.
emergence,emergence,,n.
emission,emission,,n.
emit,emit,,v.
enclose,enclose,,v.
endure,endure,,v.
enforce,enforce,,v.
enroll,enroll,enrol,v.
envy,envy,,n.|v.
equip,equip,,v.
erase,erase,,v.
eraser,eraser,,n.
erect,erect,,adj.|v.
err,err,,v.
essence,essence,,n.
ethic,ethic,,n.
evacuate,evacuate,,v.
exaggerate,exaggerate,,v.
excel,excel,,v.
exclusive,exclusive,,adj.|n.
exotic,exotic,,adj.|n.
expertise,expertise,,n.
explicit,explicit,,adj.
extinct,extinct,,adj.
eyebrow,eyebrow,,n.
fabric,fabric,,n.
facilitate,facilitate,,v.
factual,factual,,adj.
faculty,faculty,,n.
fame,fame,,n.
fare,fare,,n.|v.
fatal,fatal,,adj.
fate,fate,,n.
fertile,fertile,,adj.
fiber,fiber,fibre,n.
fierce,fierce,,adj.
finite,finite,,adj.
flavor,flavor,flavour,n.|v.
flaw,flaw,,n.
flee,flee,,v.
flesh,flesh,,n.|v.
flip,flip,,adj.|n.|v.
flock,flock,,n.|v.
flourish,flourish,,n.|v.
flush,flush,,adj.|adv.|n.|v.
fond,fond,,adj.
forbid,forbid,,v.
forehead,forehead,,n.
foster,foster,,adj.|v.
fountain,fountain,,n.
fraction,fraction,,n.
frost,frost,,n.|v.
frown,frown,,n.|v.
fulfil,fulfil,,v.
funeral,funeral,,n.
furious,furious,,adj.
furnish,furnish,,v.
fury,fury,,n.
fuse,fuse,,n.|v.
gamble,gamble,,n.|v.
gasoline,gasoline,,n.
genius,genius,,n.
geology,geology,,n.
glare,glare,,n.|v.
globe,globe,,n.
glow,glow,,n.|v.
goat,goat,,n.
gradual,gradual,,adj.
graphic,graphic,,adj.|n.
grasp,grasp,,n.|v.
grave,grave,,adj.|n.
greed,greed,,n.
grief,grief,,n.
grip,grip,,n.|v.
gross,gross,,adj.|n.|v.
guardian,guardian,,n.
gulf,gulf,,n.
gymnasium,gymnasium,,n.
habitat,habitat,,n.
half moon,half moon,,n.
halt,halt,,n.|v.
hammer,hammer,,n.|v.
handicap,handicap,,n.|v.
harmonious,harmonious,,adj.
harmony,harmony,,n.
harsh,harsh,,adj.
harvest,harvest,,n.|v.
haunt,haunt,,n.|v.
hazard,hazard,,n.|v.
headquarters,headquarters,,n.
heal,heal,,v.
heir,heir,,n.
heritage,heritage,,n.
hierarchy,hierarchy,,n.
horizon,horizon,,n.
hostile,hostile,,adj.
hut,hut,,n.
identical,identical,,adj.
ideology,ideology,,n.
illusion,illusion,,n.
imitate,imitate,,v.
immense,immense,,adj.
immigrate,immigrate,,v.
immune,immune,,adj.
imperial,imperial,,adj.
incline,incline,,n.|v.
induce,induce,,v.
inevitable,inevitable,,adj.
infect,infect,,v.
infer,infer,,v.
inference,inference,,n.
inflate,inflate,,v.
inhabit,inhabit,,v.
inherent,inherent,,adj.
inhibit,inhibit,,v.
inject,inject,,v.
inn,inn,,n.
innovate,innovate,,v.
inquire,inquire,enquire,v.
insert,insert,,n.|v.
instinct,instinct,,n.
insult,insult,,n.|v.
intellect,intellect,,n.
interact,interact,,v.
interfere,interfere,,v.
intermediate,intermediate,,adj.|n.
interval,interval,,n.
intervene,intervene,,v.
intimate,intimate,,adj.|n.|v.
intrigue,intrigue,,n.|v.
invade,invade,,v.
inventor,inventor,,n.
irony,irony,,n.
irritate,irritate,,v.
jar,jar,,n.|v.
jog,jog,,n.|v.
kit,kit,,n.|v.
knight,knight,,n.|v.
knot,knot,,n.|v.
ladder,ladder,,n.
lap,lap,,n.|v.
laundry,laundry,,n.
leak,leak,,n.|v.
lease,lease,,n.|v.
legend,legend,,n.
legislate,legislate,,v.
legitimate,legitimate,,adj.|v.
liberty,liberty,,n.
likewise,likewise,,adv.
linguistic,linguistic,,adj.
literal,literal,,adj.
lone,lone,,adj.
loyal,loyal,,adj.
lump,lump,,n.|v.
magnet,magnet,,n.
magnificent,magnificent,,adj.
manifest,manifest,,adj.|v.
manipulate,manipulate,,v.
marine,marine,,adj.|n.
mechanic,mechanic,,n.
mediate,mediate,,v.
medieval,medieval,,adj.
merchant,merchant,,adj.|n.
merge,merge,,v.
merit,merit,,n.|v.
metropolitan,metropolitan,,adj.
microphone,microphone,,n.
migrant,migrant,,n.
migrate,migrate,,v.
miner,miner,,n.
minimal,minimal,,adj.
ministry,ministry,,n.
miracle,miracle,,n.
missile,missile,,n.
mock,mock,,adj.|n.|v.
modest,modest,,adj.
moist,moist,,adj.
moisture,moisture,,n.
molecule,molecule,,n.
mommy,mommy,,n.
monster,monster,,n.
monument,monument,,n.
mortal,mortal,,adj.|n.
motive,motive,,n.
myth,myth,,n.
naive,naive,,adj.
naked,naked,,adj.
narrate,narrate,,v.
nasty,nasty,,adj.
negate,negate,,v.
nephew,nephew,,n.
neutral,neutral,,adj.|n.
noble,noble,,adj.|n.
nod,nod,,n.|v.
nominate,nominate,,v.
nonetheless,nonetheless,,adv.
norm,norm,,n.
oblige,oblige,,v.
obsess,obsess,,v.
occupation,occupation,,n.
occurrence,occurrence,,n.
opportune,opportune,,adj.
opt,opt,,v.
optimist,optimist,,n.
oral,oral,,adj.|n.
orbit,orbit,,n.|v.
orchestra,orchestra,,n.
orient,orient,,n.|v.
orientation,orientation,,n.
outrage,outrage,,n.|v.
outstanding,outstanding,,adj.
overhead,overhead,,adj.|adv.|n.
overlap,overlap,,n.|v.
overlook,overlook,,v.
overnight,overnight,,adj.|adv.|v.
overwhelm,overwhelm,,v.
pad,pad,,n.|v.
palm,palm,,n.
parliament,parliament,,n.
particle,particle,,n.
pat,pat,,adj.|adv.|n.|v.
patch,patch,,n.|v.
patent,patent,,adj.|n.|v.
pave,pave,,v.
peasant,peasant,,n.
peel,peel,,n.|v.
persist,persist,,v.
petrol,petrol,,n.
pill,pill,,n.
pinch,pinch,,n.|v.
pioneer,pioneer,,n.|v.
polar,polar,,adj.
polish,polish,,n.|v.
pond,pond,,n.
populate,populate,,v.
posit,posit,,v.
preach,preach,,v.
precede,precede,,v.
predator,predator,,n.
prejudice,prejudice,,n.|v.
premium,premium,,adj.|n.
prescribe,prescribe,,v.
preside,preside,,v.
presume,presume,,v.
prevail,prevail,,v.
prey,prey,,n.|v.
primitive,primitive,,adj.|n.
profound,profound,,adj.
programmatic,programmatic,,adj.
prohibit,prohibit,,v.
prominent,prominent,,adj.
pronunciation,pronunciation,,n.
prosper,prosper,,v.
provoke,provoke,,v.
questionnaire,questionnaire,,n.
rage,rage,,n.|v.
rally,rally,,n.|v.
rational,rational,,adj.
rebel,rebel,,n.|v.
refine,refine,,v.
refrigerate,refrigerate,,v.
reinforce,reinforce,,v.
relieve,relieve,,v.
reluctant,reluctant,,adj.
remedy,remedy,,n.|v.
republic,republic,,n.
resemble,resemble,,v.
reside,reside,,v.
respective,respective,,adj.
restrain,restrain,,v.
resume,resume,,n.|v.
retreat,retreat,,n.|v.
revenge,revenge,,n.|v.
revive,revive,,v.
ridicule,ridicule,,n.|v.
ridiculous,ridiculous,,adj.
riot,riot,,n.|v.
roar,roar,,n.|v.
roast,roast,,adj.|n.|v.
rod,rod,,n.
rot,rot,,n.|v.
rumor,rumor,rumour,n.|v.
sack,sack,,n.|v.
sacred,sacred,,adj.
sacrifice,sacrifice,,n.|v.
scandal,scandal,,n.
scarce,scarce,,adj.
scatter,scatter,,v.
scramble,scramble,,n.|v.
screw,screw,,n.|v.
sculpt,sculpt,,v.
seize,seize,,v.
sensation,sensation,,n.
sentiment,sentiment,,n.
simulate,simulate,,v.
simultaneous,simultaneous,,adj.
sin,sin,,n.|v.
skip,skip,,n.|v.
slim,slim,,adj.|v.
sneak,sneak,,adj.|n.|v.
soak,soak,,n.|v.
sociology,sociology,,n.
sole,sole,,adj.|n.|v.
sophisticate,sophisticate,,v.
span,span,,n.|v.
spark,spark,,n.|v.
spectacle,spectacle,,n.
spectrum,spectrum,,n.
sphere,sphere,,n.
spill,spill,,n.|v.
spit,spit,,n.|v.
splash,splash,,n.|v.
spouse,spouse,,n.
squeeze,squeeze,,n.|v.
stack,stack,,n.|v.
starve,starve,,v.
stitch,stitch,,n.|v.
stripe,stripe,,n.|v.
subjective,subjective,,adj.
submarine,submarine,,adj.|n.
submission,submission,,n.
subscribe,subscribe,,v.
subtle,subtle,,adj.
suburb,suburb,,n.
suck,suck,,n.|v.
suffice,suffice,,v.
suicide,suicide,,n.
suite,suite,,n.
summit,summit,,n.
superb,superb,,adj.
superior,superior,,adj.|n.
supervise,supervise,,v.
surrender,surrender,,n.|v.
sweat,sweat,,n.|v.
swell,swell,,adj.|n.|v.
swift,swift,,adj.
symphony,symphony,,n.
tag,tag,,n.|v.
tease,tease,,n.|v.
telegraph,telegraph,,n.|v.
temple,temple,,n.
tempt,tempt,,v.
tenant,tenant,,n.
terminal,terminal,,adj.|n.
terminate,terminate,,v.
terrace,terrace,,n.|v.
terrific,terrific,,adj.
terror,terror,,n.
thorough,thorough,,adj.
thread,thread,,n.|v.
thrill,thrill,,n.|v.
thumb,thumb,,n.|v.
tick,tick,,n.|v.
tidy,tidy,,adj.|v.
timber,timber,,n.
torture,torture,,n.|v.
toss,toss,,n.|v.
toxic,toxic,,adj.
tragic,tragic,,adj.
transact,transact,,v.
transmit,transmit,,v.
treasure,treasure,,n.|v.
treaty,treaty,,n.
tremendous,tremendous,,adj.
tribe,tribe,,n.
trim,trim,,adj.|n.|v.
triumph,triumph,,n.|v.
turnover,turnover,,n.
ultimate,ultimate,,adj.|n.
unaware,unaware,,adj.
undermine,undermine,,v.
unify,unify,,v.
unprecedented,unprecedented,,adj.
urgent,urgent,,adj.
utilize,utilize,utilise,v.
utter,utter,,adj.|v.
vacate,vacate,,v.
vaccine,vaccine,,n.
vacuum,vacuum,,n.|v.
vague,vague,,adj.
valid,valid,,adj.
vanish,vanish,,v.
verbal,verbal,,adj.
verse,verse,,n.
vertical,vertical,,adj.|n.
veterinarian,veterinarian,,n.
vigor,vigor,,n.
vigorous,vigorous,,adj.
virgin,virgin,,adj.|n.
virtue,virtue,,n.
vivid,vivid,,adj.
vocabulary,vocabulary,,n.
vocation,vocation,,n.
warehouse,warehouse,,n.|v.
warrant,warrant,,n.|v.
weave,weave,,n.|v.
weed,weed,,n.|v.
wheat,wheat,,n.
whip,whip,,n.|v.
wicked,wicked,,adj.
wit,wit,,n.
worship,worship,,n.|v.
wreck,wreck,,n.|v.
